"PUMFID","WGHT_EPI","DDAY","STARTIME","ENDTIME","STARTMIN","ENDMIN","DURATION","LOCATION","origin","destination","dest","orig","YEAR","MODE"
1986,2265.074,1,2030,2040,1230,1240,10,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
1986,2265.074,1,2050,2100,1250,1260,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
1988,604.7741,4,845,855,525,535,10,14,1,2,"work or school","home",2005,"walking"
1988,604.7741,4,1200,1210,720,730,10,14,2,1,"home","work or school",2005,"walking"
1988,604.7741,4,1240,1250,760,770,10,14,1,2,"work or school","home",2005,"walking"
1989,917.1489,2,1300,1301,780,781,1,14,1,1,"home","home",2005,"walking"
1993,383.5298,3,1215,1225,735,745,10,14,1,1,"home","home",2005,"walking"
1993,383.5298,3,1600,1610,960,970,10,14,1,1,"home","home",2005,"walking"
1997,703.1306,4,455,505,295,305,10,14,1,2,"work or school","home",2005,"walking"
1999,1161.363,1,1430,1432,870,872,2,14,1,3,"other's home","home",2005,"walking"
1999,1161.363,1,1700,1702,1020,1022,2,14,3,1,"home","other's home",2005,"walking"
2001,2531.766,7,1150,1205,710,725,15,14,7,4,"Restaurant, bar or club","Grocery store, other stores or mall",2005,"walking"
2001,2531.766,7,1345,1355,825,835,10,14,4,7,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
2001,2531.766,7,1430,1435,870,875,5,14,9,7,"Grocery store, other stores or mall","outdoors",2005,"walking"
2003,892.2457,7,700,702,420,422,2,14,1,2,"work or school","home",2005,"walking"
2003,892.2457,7,1530,1532,930,932,2,14,2,1,"home","work or school",2005,"walking"
2005,1326.985,6,1530,1540,930,940,10,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2005,1326.985,6,1620,1630,980,990,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2026,462.5672,5,730,733,450,453,3,14,1,2,"work or school","home",2005,"walking"
2027,1503.09,4,840,845,520,525,5,14,1,5,"Place of worship","home",2005,"walking"
2027,1503.09,4,1630,1640,990,1000,10,14,5,7,"Grocery store, other stores or mall","Place of worship",2005,"walking"
2027,1503.09,4,1655,1705,1015,1025,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2039,239.4454,5,545,550,345,350,5,14,1,2,"work or school","home",2005,"walking"
2041,583.2615,2,930,940,570,580,10,14,1,8,"work or school","home",2005,"walking"
2047,571.4835,3,2100,2101,1260,1261,1,14,1,3,"other's home","home",2005,"walking"
2047,571.4835,3,2300,2301,1380,1381,1,14,3,1,"home","other's home",2005,"walking"
2048,1359.733,3,1800,1820,1080,1100,20,14,9,4,"Restaurant, bar or club","outdoors",2005,"walking"
2048,1359.733,3,1920,1940,1160,1180,20,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2055,2332.11,1,230,240,1590,1600,10,14,4,3,"other's home","Restaurant, bar or club",2005,"walking"
2056,1589.205,6,1315,1320,795,800,5,14,4,7,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
2071,493.0782,4,1320,1323,800,803,3,14,1,3,"other's home","home",2005,"walking"
2071,493.0782,4,1353,1356,833,836,3,14,3,1,"home","other's home",2005,"walking"
2074,1425.176,1,900,1030,540,630,90,14,1,1,"home","home",2005,"walking"
2076,2369.983,3,1945,2000,1185,1200,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2076,2369.983,3,2005,2020,1205,1220,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2090,1032.407,6,1500,1515,900,915,15,14,1,3,"other's home","home",2005,"walking"
2090,1032.407,6,2100,2115,1260,1275,15,14,3,1,"home","other's home",2005,"walking"
2097,1403.191,5,815,820,495,500,5,14,1,9,"outdoors","home",2005,"walking"
2097,1403.191,5,830,835,510,515,5,14,9,1,"home","outdoors",2005,"walking"
2100,614.4,2,815,825,495,505,10,14,1,8,"work or school","home",2005,"walking"
2104,1567.081,1,1100,1101,660,661,1,14,1,9,"outdoors","home",2005,"walking"
2104,1567.081,1,1231,1232,751,752,1,14,9,1,"home","outdoors",2005,"walking"
2114,604.74,5,820,827,500,507,7,14,1,8,"work or school","home",2005,"walking"
2114,604.74,5,945,952,585,592,7,14,8,1,"home","work or school",2005,"walking"
2114,604.74,5,1245,1252,765,772,7,14,1,1,"home","home",2005,"walking"
2114,604.74,5,1415,1422,855,862,7,14,1,1,"home","home",2005,"walking"
2114,604.74,5,1545,1552,945,952,7,14,1,8,"work or school","home",2005,"walking"
2124,1930.164,4,1500,1515,900,915,15,14,1,9,"outdoors","home",2005,"walking"
2131,785.7147,6,855,920,535,560,25,14,1,1,"home","home",2005,"walking"
2131,785.7147,6,1700,1730,1020,1050,30,14,1,4,"Restaurant, bar or club","home",2005,"walking"
2131,785.7147,6,1930,2030,1170,1230,60,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2137,1250.375,3,1245,1300,765,780,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2137,1250.375,3,1315,1330,795,810,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2137,1250.375,3,1350,1405,830,845,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2137,1250.375,3,1425,1440,865,880,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2138,55.7662,2,1315,1325,795,805,10,14,9,9,"outdoors","outdoors",2005,"walking"
2138,55.7662,2,1550,1600,950,960,10,14,9,9,"outdoors","outdoors",2005,"walking"
2152,2378.071,4,1750,1800,1070,1080,10,14,1,4,"Restaurant, bar or club","home",2005,"walking"
2152,2378.071,4,2100,2110,1260,1270,10,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2154,634.3149,7,1045,1048,645,648,3,14,3,3,"other's home","other's home",2005,"walking"
2155,579.3562,6,400,410,240,250,10,14,1,2,"work or school","home",2005,"walking"
2159,698.4687,4,2230,2240,1350,1360,10,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2163,2054.345,1,710,713,430,433,3,14,1,5,"Place of worship","home",2005,"walking"
2163,2054.345,1,1435,1439,875,879,4,14,4,7,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
2164,982.0965,3,1801,1802,1081,1082,1,14,4,4,"Restaurant, bar or club","Restaurant, bar or club",2005,"walking"
2190,1293.911,6,1200,1201,720,721,1,14,7,4,"Restaurant, bar or club","Grocery store, other stores or mall",2005,"walking"
2190,1293.911,6,1231,1232,751,752,1,14,4,7,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
2233,1182.239,2,915,920,555,560,5,14,1,9,"outdoors","home",2005,"walking"
2233,1182.239,2,1020,1025,620,625,5,14,9,1,"home","outdoors",2005,"walking"
2236,1892.069,4,810,830,490,510,20,14,1,8,"work or school","home",2005,"walking"
2236,1892.069,4,1510,1530,910,930,20,14,8,1,"home","work or school",2005,"walking"
2237,3428.325,4,2000,2002,1200,1202,2,14,1,9,"outdoors","home",2005,"walking"
2237,3428.325,4,2100,2102,1260,1262,2,14,9,1,"home","outdoors",2005,"walking"
2249,1236.774,3,730,830,450,510,60,14,1,2,"work or school","home",2005,"walking"
2259,1307.078,1,1225,1240,745,760,15,14,5,1,"home","Place of worship",2005,"walking"
2261,3754.261,4,1000,1005,600,605,5,14,1,3,"other's home","home",2005,"walking"
2280,1137.924,2,545,620,345,380,35,14,1,2,"work or school","home",2005,"walking"
2280,1137.924,2,1400,1420,840,860,20,14,2,1,"home","work or school",2005,"walking"
2280,1137.924,2,1520,1525,920,925,5,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2280,1137.924,2,1545,1550,945,950,5,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2281,873.4187,6,1225,1230,745,750,5,14,1,3,"other's home","home",2005,"walking"
2281,873.4187,6,1530,1545,930,945,15,14,3,3,"other's home","other's home",2005,"walking"
2281,873.4187,6,1730,1745,1050,1065,15,14,3,1,"home","other's home",2005,"walking"
2281,873.4187,6,1805,1815,1085,1095,10,14,1,3,"other's home","home",2005,"walking"
2281,873.4187,6,1825,1840,1105,1120,15,14,3,3,"other's home","other's home",2005,"walking"
2281,873.4187,6,100,115,1500,1515,15,14,3,1,"home","other's home",2005,"walking"
2282,1456.687,5,2035,2036,1235,1236,1,14,1,3,"other's home","home",2005,"walking"
2282,1456.687,5,2100,2101,1260,1261,1,14,3,1,"home","other's home",2005,"walking"
2284,666.872,4,915,925,555,565,10,14,1,2,"work or school","home",2005,"walking"
2284,666.872,4,1825,1840,1105,1120,15,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2289,1808.929,7,1100,1110,660,670,10,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2289,1808.929,7,1405,1420,845,860,15,14,4,7,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
2289,1808.929,7,1620,1630,980,990,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2291,1103.04,7,1815,1825,1095,1105,10,14,3,3,"other's home","other's home",2005,"walking"
2291,1103.04,7,2100,2110,1260,1270,10,14,3,3,"other's home","other's home",2005,"walking"
2301,634.2986,2,1940,1942,1180,1182,2,14,1,3,"other's home","home",2005,"walking"
2301,634.2986,2,2212,2214,1332,1334,2,14,3,1,"home","other's home",2005,"walking"
2305,558.4368,4,1500,1501,900,901,1,14,1,3,"other's home","home",2005,"walking"
2305,558.4368,4,1601,1602,961,962,1,14,3,1,"home","other's home",2005,"walking"
2317,81.2967,6,1030,1050,630,650,20,14,1,2,"work or school","home",2005,"walking"
2317,81.2967,6,1915,1925,1155,1165,10,14,2,6,"Grocery store, other stores or mall","work or school",2005,"walking"
2317,81.2967,6,1945,1955,1185,1195,10,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2325,1765.868,6,1220,1225,740,745,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2327,1849.877,5,1200,1300,720,780,60,14,1,1,"home","home",2005,"walking"
2327,1849.877,5,1430,1445,870,885,15,14,1,1,"home","home",2005,"walking"
2350,1165.933,5,1730,1815,1050,1095,45,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2355,733.531,2,800,803,480,483,3,14,1,2,"work or school","home",2005,"walking"
2364,347.4209,6,1615,1630,975,990,15,14,1,10,"Library, museum or theatre","home",2005,"walking"
2368,815.8979,1,1930,1945,1170,1185,15,14,9,4,"Restaurant, bar or club","outdoors",2005,"walking"
2375,866.4541,7,835,837,515,517,2,14,1,1,"home","home",2005,"walking"
2385,687.7467,4,815,818,495,498,3,14,1,2,"work or school","home",2005,"walking"
2385,687.7467,4,1600,1605,960,965,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2385,687.7467,4,1625,1630,985,990,5,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2385,687.7467,4,1730,1735,1050,1055,5,14,2,1,"home","work or school",2005,"walking"
2391,1229.794,6,810,825,490,505,15,14,1,2,"work or school","home",2005,"walking"
2391,1229.794,6,1830,1840,1110,1120,10,14,1,4,"Restaurant, bar or club","home",2005,"walking"
2391,1229.794,6,1935,2045,1175,1245,70,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2409,672.5995,4,1315,1335,795,815,20,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2429,678.1633,1,1230,1240,750,760,10,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2429,678.1633,1,1310,1320,790,800,10,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2437,1379.634,1,2030,2035,1230,1235,5,14,4,4,"Restaurant, bar or club","Restaurant, bar or club",2005,"walking"
2441,1314.955,4,1620,1625,980,985,5,14,3,1,"home","other's home",2005,"walking"
2462,1229.435,6,1110,1120,670,680,10,14,1,3,"other's home","home",2005,"walking"
2462,1229.435,6,1500,1530,900,930,30,14,9,1,"home","outdoors",2005,"walking"
2465,2163.466,5,1230,1235,750,755,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2465,2163.466,5,1255,1300,775,780,5,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2471,175.858,3,1200,1205,720,725,5,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2471,175.858,3,1530,1535,930,935,5,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2482,3778.488,1,1300,1305,780,785,5,14,9,4,"Restaurant, bar or club","outdoors",2005,"walking"
2482,3778.488,1,1335,1355,815,835,20,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2485,1097.286,1,555,600,355,360,5,14,1,2,"work or school","home",2005,"walking"
2485,1097.286,1,1830,1835,1110,1115,5,14,2,1,"home","work or school",2005,"walking"
2500,1136.485,3,1300,1305,780,785,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2500,1136.485,3,1430,1435,870,875,5,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2501,1758.988,3,1810,1820,1090,1100,10,14,1,9,"outdoors","home",2005,"walking"
2501,1758.988,3,2100,2110,1260,1270,10,14,9,1,"home","outdoors",2005,"walking"
2524,2134.615,2,1200,1202,720,722,2,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2526,588.8762,1,1030,1045,630,645,15,14,1,4,"Restaurant, bar or club","home",2005,"walking"
2526,588.8762,1,1145,1200,705,720,15,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2532,849.1066,3,1930,1935,1170,1175,5,14,1,3,"other's home","home",2005,"walking"
2532,849.1066,3,2130,2135,1290,1295,5,14,3,1,"home","other's home",2005,"walking"
2537,3505.05,2,725,750,445,470,25,14,1,2,"work or school","home",2005,"walking"
2537,3505.05,2,1600,1625,960,985,25,14,2,1,"home","work or school",2005,"walking"
2543,2247.943,7,1200,1230,720,750,30,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2543,2247.943,7,1300,1330,780,810,30,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2545,1199.229,4,900,905,540,545,5,14,9,1,"home","outdoors",2005,"walking"
2545,1199.229,4,1005,1010,605,610,5,14,1,1,"home","home",2005,"walking"
2550,1070.861,6,1400,1415,840,855,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2550,1070.861,6,1815,1830,1095,1110,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2553,1445.816,4,1450,1500,890,900,10,14,8,1,"home","work or school",2005,"walking"
2554,907.6687,2,1033,1048,633,648,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2554,907.6687,2,1118,1133,678,693,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2555,1578.424,7,800,900,480,540,60,14,1,4,"Restaurant, bar or club","home",2005,"walking"
2558,507.8792,3,905,910,545,550,5,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2558,507.8792,3,1040,1050,640,650,10,14,6,6,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
2558,507.8792,3,1105,1115,665,675,10,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2558,507.8792,3,1210,1225,730,745,15,14,1,2,"work or school","home",2005,"walking"
2559,650.5012,7,1900,1903,1140,1143,3,14,1,4,"Restaurant, bar or club","home",2005,"walking"
2559,650.5012,7,2300,2303,1380,1383,3,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2562,2928.469,3,1700,1705,1020,1025,5,14,1,9,"outdoors","home",2005,"walking"
2562,2928.469,3,1905,1910,1145,1150,5,14,9,1,"home","outdoors",2005,"walking"
2563,2699.211,1,1700,1730,1020,1050,30,14,1,9,"outdoors","home",2005,"walking"
2563,2699.211,1,1945,1950,1185,1190,5,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2569,342.8391,1,1130,1135,690,695,5,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2569,342.8391,1,1235,1240,755,760,5,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2572,1058.184,6,1900,1905,1140,1145,5,14,1,3,"other's home","home",2005,"walking"
2572,1058.184,6,2035,2040,1235,1240,5,14,3,1,"home","other's home",2005,"walking"
2574,1355.759,2,900,945,540,585,45,14,1,2,"work or school","home",2005,"walking"
2575,2775.874,6,810,815,490,495,5,14,1,1,"home","home",2005,"walking"
2575,2775.874,6,1515,1520,915,920,5,14,8,1,"home","work or school",2005,"walking"
2579,255.1567,3,1340,1350,820,830,10,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2593,515.0538,3,700,705,420,425,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2593,515.0538,3,745,750,465,470,5,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2593,515.0538,3,1200,1205,720,725,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2593,515.0538,3,1245,1250,765,770,5,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2597,2428.086,3,1135,1143,695,703,8,14,8,4,"Restaurant, bar or club","work or school",2005,"walking"
2597,2428.086,3,1153,1200,713,720,7,14,4,8,"work or school","Restaurant, bar or club",2005,"walking"
2602,1755.918,4,920,925,560,565,5,14,8,8,"work or school","work or school",2005,"walking"
2602,1755.918,4,1055,1100,655,660,5,14,8,8,"work or school","work or school",2005,"walking"
2602,1755.918,4,1505,1520,905,920,15,14,8,8,"work or school","work or school",2005,"walking"
2612,1689.127,3,1430,1440,870,880,10,14,1,9,"outdoors","home",2005,"walking"
2612,1689.127,3,1530,1540,930,940,10,14,9,1,"home","outdoors",2005,"walking"
2615,2255.121,7,1545,1550,945,950,5,14,1,3,"other's home","home",2005,"walking"
2616,2493.106,3,825,840,505,520,15,14,1,8,"work or school","home",2005,"walking"
2616,2493.106,3,1600,1615,960,975,15,14,8,1,"home","work or school",2005,"walking"
2621,825.4127,6,1300,1310,780,790,10,14,1,1,"home","home",2005,"walking"
2621,825.4127,6,1350,1400,830,840,10,14,1,1,"home","home",2005,"walking"
2639,2590.654,5,1130,1135,690,695,5,14,8,8,"work or school","work or school",2005,"walking"
2639,2590.654,5,1600,1602,960,962,2,14,8,8,"work or school","work or school",2005,"walking"
2639,2590.654,5,2330,2335,1410,1415,5,14,8,8,"work or school","work or school",2005,"walking"
2639,2590.654,5,235,240,1595,1600,5,14,8,8,"work or school","work or school",2005,"walking"
2643,679.213,2,1030,1045,630,645,15,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2643,679.213,2,1115,1130,675,690,15,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2649,1343.63,3,1545,1550,945,950,5,14,1,2,"work or school","home",2005,"walking"
2649,1343.63,3,2100,2105,1260,1265,5,14,2,1,"home","work or school",2005,"walking"
2654,505.1525,1,1430,1435,870,875,5,14,1,1,"home","home",2005,"walking"
2654,505.1525,1,2000,2005,1200,1205,5,14,1,1,"home","home",2005,"walking"
2657,1166.643,2,1300,1305,780,785,5,14,1,9,"outdoors","home",2005,"walking"
2659,1366.645,7,1520,1525,920,925,5,14,6,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
2677,1039.369,6,1015,1045,615,645,30,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2677,1039.369,6,1430,1500,870,900,30,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2686,2280.239,3,1920,1922,1160,1162,2,14,1,3,"other's home","home",2005,"walking"
2687,2575.911,6,1015,1025,615,625,10,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2687,2575.911,6,1215,1230,735,750,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
2687,2575.911,6,1300,1315,780,795,15,14,1,1,"home","home",2005,"walking"
2687,2575.911,6,1530,1545,930,945,15,14,1,1,"home","home",2005,"walking"
2696,423.9972,6,1330,1350,810,830,20,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2696,423.9972,6,1415,1425,855,865,10,14,6,4,"Restaurant, bar or club","Grocery store, other stores or mall",2005,"walking"
2696,423.9972,6,1630,1700,990,1020,30,14,4,1,"home","Restaurant, bar or club",2005,"walking"
2709,1646.136,2,1630,1635,990,995,5,14,1,1,"home","home",2005,"walking"
2709,1646.136,2,1800,1805,1080,1085,5,14,1,1,"home","home",2005,"walking"
2726,775.2829,5,1515,1516,915,916,1,14,1,3,"other's home","home",2005,"walking"
2726,775.2829,5,1616,1617,976,977,1,14,3,1,"home","other's home",2005,"walking"
2729,733.5719,3,1515,1530,915,930,15,14,1,1,"home","home",2005,"walking"
2736,1541.125,2,1035,1050,635,650,15,14,1,2,"work or school","home",2005,"walking"
2736,1541.125,2,2100,2115,1260,1275,15,14,2,1,"home","work or school",2005,"walking"
2765,1304.196,4,815,850,495,530,35,14,1,1,"home","home",2005,"walking"
2765,1304.196,4,1240,1250,760,770,10,14,1,1,"home","home",2005,"walking"
2765,1304.196,4,1530,1600,930,960,30,14,1,1,"home","home",2005,"walking"
2768,767.6524,2,1330,1345,810,825,15,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2768,767.6524,2,1415,1430,855,870,15,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2772,2807.071,7,1845,1900,1125,1140,15,14,1,1,"home","home",2005,"walking"
2772,2807.071,7,2300,2315,1380,1395,15,14,1,1,"home","home",2005,"walking"
2789,2593.061,3,940,1000,580,600,20,14,2,2,"work or school","work or school",2005,"walking"
2804,899.6707,5,1430,1450,870,890,20,14,2,1,"home","work or school",2005,"walking"
2810,931.5511,1,1430,1435,870,875,5,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2810,931.5511,1,1820,1835,1100,1115,15,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2810,931.5511,1,2200,2230,1320,1350,30,14,1,1,"home","home",2005,"walking"
2813,1172.703,2,1235,1245,755,765,10,14,1,8,"work or school","home",2005,"walking"
2833,1740.317,1,1600,1602,960,962,2,14,1,3,"other's home","home",2005,"walking"
2833,1740.317,1,2300,2302,1380,1382,2,14,3,1,"home","other's home",2005,"walking"
2854,942.095,7,1635,1637,995,997,2,14,1,3,"other's home","home",2005,"walking"
2854,942.095,7,1707,1709,1027,1029,2,14,3,1,"home","other's home",2005,"walking"
2863,1309.153,3,1500,1520,900,920,20,14,8,1,"home","work or school",2005,"walking"
2867,689.015,6,800,803,480,483,3,14,1,1,"home","home",2005,"walking"
2867,689.015,6,848,853,528,533,5,14,1,1,"home","home",2005,"walking"
2880,915.5783,5,1040,1105,640,665,25,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
2880,915.5783,5,1205,1330,725,810,85,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
2881,880.0902,5,1340,1340,820,820,0,14,1,2,"work or school","home",2005,"walking"
2881,880.0902,5,2230,2235,1350,1355,5,14,2,1,"home","work or school",2005,"walking"
2894,1715.27,5,1200,1205,720,725,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2894,1715.27,5,1245,1300,765,780,15,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2896,1152.792,4,1915,1925,1155,1165,10,14,1,3,"other's home","home",2005,"walking"
2896,1152.792,4,2200,2202,1320,1322,2,14,4,4,"Restaurant, bar or club","Restaurant, bar or club",2005,"walking"
2897,817.6336,3,2200,2210,1320,1330,10,14,9,1,"home","outdoors",2005,"walking"
2904,688.5214,7,715,716,435,436,1,14,1,2,"work or school","home",2005,"walking"
2904,688.5214,7,1245,1246,765,766,1,14,2,1,"home","work or school",2005,"walking"
2904,688.5214,7,1431,1432,871,872,1,14,1,1,"home","home",2005,"walking"
2904,688.5214,7,2000,2001,1200,1201,1,14,1,1,"home","home",2005,"walking"
2907,897.2833,3,530,535,330,335,5,14,1,2,"work or school","home",2005,"walking"
2907,897.2833,3,1300,1305,780,785,5,14,2,1,"home","work or school",2005,"walking"
2919,1237.473,4,1630,1640,990,1000,10,14,2,1,"home","work or school",2005,"walking"
2921,727.1947,4,750,805,470,485,15,14,1,2,"work or school","home",2005,"walking"
2921,727.1947,4,1600,1615,960,975,15,14,2,1,"home","work or school",2005,"walking"
2922,107.496,5,920,925,560,565,5,14,1,3,"other's home","home",2005,"walking"
2922,107.496,5,955,1000,595,600,5,14,3,1,"home","other's home",2005,"walking"
2922,107.496,5,1500,1505,900,905,5,14,1,3,"other's home","home",2005,"walking"
2922,107.496,5,1535,1540,935,940,5,14,3,1,"home","other's home",2005,"walking"
2931,3605.748,5,1215,1222,735,742,7,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2931,3605.748,5,1340,1347,820,827,7,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2931,3605.748,5,1730,1737,1050,1057,7,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2931,3605.748,5,1815,1822,1095,1102,7,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2951,718.9471,4,730,737,450,457,7,14,2,9,"outdoors","work or school",2005,"walking"
2951,718.9471,4,1815,1822,1095,1102,7,14,9,2,"work or school","outdoors",2005,"walking"
2954,1954.409,3,1730,1731,1050,1051,1,14,7,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
2956,929.766,4,1820,1920,1100,1160,60,14,1,1,"home","home",2005,"walking"
2959,499.2178,5,815,830,495,510,15,14,1,3,"other's home","home",2005,"walking"
2964,1208.664,5,1445,1450,885,890,5,14,1,3,"other's home","home",2005,"walking"
2964,1208.664,5,1545,1550,945,950,5,14,3,1,"home","other's home",2005,"walking"
2982,2474.046,3,1200,1210,720,730,10,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
2982,2474.046,3,1250,1300,770,780,10,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
2989,1433.073,6,730,735,450,455,5,14,1,2,"work or school","home",2005,"walking"
2989,1433.073,6,1200,1205,720,725,5,14,2,1,"home","work or school",2005,"walking"
2989,1433.073,6,1255,1300,775,780,5,14,1,2,"work or school","home",2005,"walking"
2989,1433.073,6,1615,1620,975,980,5,14,2,1,"home","work or school",2005,"walking"
2992,725.0415,6,1450,1455,890,895,5,14,7,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
2996,336.5435,2,1400,1405,840,845,5,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
2996,336.5435,2,1435,1505,875,905,30,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3003,1688.045,6,1100,1110,660,670,10,14,1,10,"Library, museum or theatre","home",2005,"walking"
3003,1688.045,6,1510,1525,910,925,15,14,10,4,"Restaurant, bar or club","Library, museum or theatre",2005,"walking"
3003,1688.045,6,1700,1715,1020,1035,15,14,4,6,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
3008,1425.554,4,630,633,390,393,3,14,1,2,"work or school","home",2005,"walking"
3008,1425.554,4,1700,1703,1020,1023,3,14,2,1,"home","work or school",2005,"walking"
3010,428.8392,7,1330,1400,810,840,30,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
3010,428.8392,7,2130,2140,1290,1300,10,14,1,3,"other's home","home",2005,"walking"
3012,565.8637,5,1925,1945,1165,1185,20,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
3017,608.7593,2,2310,2325,1390,1405,15,14,4,1,"home","Restaurant, bar or club",2005,"walking"
3032,3792.385,3,1145,1155,705,715,10,14,8,4,"Restaurant, bar or club","work or school",2005,"walking"
3032,3792.385,3,1230,1240,750,760,10,14,4,8,"work or school","Restaurant, bar or club",2005,"walking"
3032,3792.385,3,1900,1930,1140,1170,30,14,8,1,"home","work or school",2005,"walking"
3036,848.5606,5,1400,1415,840,855,15,14,1,4,"Restaurant, bar or club","home",2005,"walking"
3036,848.5606,5,1445,1450,885,890,5,14,4,4,"Restaurant, bar or club","Restaurant, bar or club",2005,"walking"
3036,848.5606,5,1520,1550,920,950,30,14,4,1,"home","Restaurant, bar or club",2005,"walking"
3036,848.5606,5,2130,2145,1290,1305,15,14,1,4,"Restaurant, bar or club","home",2005,"walking"
