"PUMFID","WGHT_EPI","DDAY","STARTIME","ENDTIME","STARTMIN","ENDMIN","DURATION","LOCATION","origin","destination","dest","orig","YEAR","MODE"
3036,848.5606,5,2230,2245,1350,1365,15,14,4,1,"home","Restaurant, bar or club",2005,"walking"
3042,1296.939,2,2030,2035,1230,1235,5,14,1,3,"other's home","home",2005,"walking"
3042,1296.939,2,2050,2055,1250,1255,5,14,3,1,"home","other's home",2005,"walking"
3047,974.6124,4,755,800,475,480,5,14,1,3,"other's home","home",2005,"walking"
3049,1774.49,6,800,805,480,485,5,14,1,1,"home","home",2005,"walking"
3049,1774.49,6,1005,1010,605,610,5,14,1,1,"home","home",2005,"walking"
3070,512.7123,1,1130,1140,690,700,10,14,1,2,"work or school","home",2005,"walking"
3070,512.7123,1,1700,1710,1020,1030,10,14,2,9,"outdoors","work or school",2005,"walking"
3070,512.7123,1,1930,1940,1170,1180,10,14,9,1,"home","outdoors",2005,"walking"
3074,3447.719,4,715,718,435,438,3,14,1,3,"other's home","home",2005,"walking"
3076,1839.325,5,1530,1615,930,975,45,14,1,1,"home","home",2005,"walking"
3078,1454.265,3,1500,1530,900,930,30,14,8,1,"home","work or school",2005,"walking"
3078,1454.265,3,1730,1735,1050,1055,5,14,1,3,"other's home","home",2005,"walking"
3078,1454.265,3,2130,2135,1290,1295,5,14,3,1,"home","other's home",2005,"walking"
3079,71.8216,4,1100,1115,660,675,15,14,1,4,"Restaurant, bar or club","home",2005,"walking"
3079,71.8216,4,1230,1245,750,765,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3079,71.8216,4,1500,1515,900,915,15,14,1,3,"other's home","home",2005,"walking"
3079,71.8216,4,1645,1700,1005,1020,15,14,3,1,"home","other's home",2005,"walking"
3080,775.2993,2,1201,1216,721,736,15,14,6,4,"Restaurant, bar or club","Grocery store, other stores or mall",2005,"walking"
3080,775.2993,2,1415,1445,855,885,30,14,4,1,"home","Restaurant, bar or club",2005,"walking"
3082,1922.414,1,530,545,330,345,15,14,1,2,"work or school","home",2005,"walking"
3082,1922.414,1,1500,1515,900,915,15,14,2,1,"home","work or school",2005,"walking"
3082,1922.414,1,1750,1800,1070,1080,10,14,1,3,"other's home","home",2005,"walking"
3082,1922.414,1,2030,2040,1230,1240,10,14,3,1,"home","other's home",2005,"walking"
3088,643.7527,1,1730,1735,1050,1055,5,14,3,1,"home","other's home",2005,"walking"
3109,2831.12,4,1830,1835,1110,1115,5,14,1,3,"other's home","home",2005,"walking"
3109,2831.12,4,1945,1950,1185,1190,5,14,3,1,"home","other's home",2005,"walking"
3109,2831.12,4,2000,2002,1200,1202,2,14,1,3,"other's home","home",2005,"walking"
3109,2831.12,4,2012,2014,1212,1214,2,14,3,1,"home","other's home",2005,"walking"
3114,676.6775,5,1300,1330,780,810,30,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
3114,676.6775,5,1430,1545,870,945,75,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3122,6033.509,4,1200,1205,720,725,5,14,8,8,"work or school","work or school",2005,"walking"
3122,6033.509,4,1500,1505,900,905,5,14,8,8,"work or school","work or school",2005,"walking"
3122,6033.509,4,1730,1735,1050,1055,5,14,8,8,"work or school","work or school",2005,"walking"
3124,1361.544,6,1439,1510,879,910,31,14,8,7,"Grocery store, other stores or mall","work or school",2005,"walking"
3124,1361.544,6,2030,2045,1230,1245,15,14,3,9,"outdoors","other's home",2005,"walking"
3124,1361.544,6,2130,2135,1290,1295,5,14,9,3,"other's home","outdoors",2005,"walking"
3126,469.5697,7,2000,2005,1200,1205,5,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
3126,469.5697,7,2010,2015,1210,1215,5,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
3132,500.1933,2,1000,1010,600,610,10,14,1,2,"work or school","home",2005,"walking"
3132,500.1933,2,1230,1240,750,760,10,14,2,1,"home","work or school",2005,"walking"
3132,500.1933,2,1450,1500,890,900,10,14,1,1,"home","home",2005,"walking"
3132,500.1933,2,1645,1700,1005,1020,15,14,1,2,"work or school","home",2005,"walking"
3132,500.1933,2,2200,2205,1320,1325,5,14,2,1,"home","work or school",2005,"walking"
3145,3552.983,7,1430,1435,870,875,5,14,8,4,"Restaurant, bar or club","work or school",2005,"walking"
3145,3552.983,7,1505,1510,905,910,5,14,4,8,"work or school","Restaurant, bar or club",2005,"walking"
3148,225.8532,3,1000,1005,600,605,5,14,1,8,"work or school","home",2005,"walking"
3148,225.8532,3,1120,1125,680,685,5,14,8,1,"home","work or school",2005,"walking"
3148,225.8532,3,1130,1135,690,695,5,14,1,8,"work or school","home",2005,"walking"
3148,225.8532,3,1230,1235,750,755,5,14,8,1,"home","work or school",2005,"walking"
3148,225.8532,3,1315,1320,795,800,5,14,1,4,"Restaurant, bar or club","home",2005,"walking"
3148,225.8532,3,1430,1435,870,875,5,14,4,1,"home","Restaurant, bar or club",2005,"walking"
3151,831.1248,1,1150,1205,710,725,15,14,1,3,"other's home","home",2005,"walking"
3151,831.1248,1,1505,1520,905,920,15,14,3,1,"home","other's home",2005,"walking"
3151,831.1248,1,1850,1855,1130,1135,5,14,1,3,"other's home","home",2005,"walking"
3151,831.1248,1,2025,2030,1225,1230,5,14,3,1,"home","other's home",2005,"walking"
3155,120.4262,7,2000,2002,1200,1202,2,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
3168,1655.654,1,915,930,555,570,15,14,1,4,"Restaurant, bar or club","home",2005,"walking"
3168,1655.654,1,940,955,580,595,15,14,4,1,"home","Restaurant, bar or club",2005,"walking"
3173,2172.011,3,1615,1715,975,1035,60,14,1,1,"home","home",2005,"walking"
3184,909.7225,2,1600,1610,960,970,10,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
3184,909.7225,2,1730,1740,1050,1060,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3207,1237.906,4,1925,1928,1165,1168,3,14,9,1,"home","outdoors",2005,"walking"
3242,268.5833,2,1630,1635,990,995,5,14,1,2,"work or school","home",2005,"walking"
3242,268.5833,2,2230,2235,1350,1355,5,14,2,1,"home","work or school",2005,"walking"
3246,67.3441,1,930,935,570,575,5,14,1,2,"work or school","home",2005,"walking"
3246,67.3441,1,1600,1605,960,965,5,14,2,1,"home","work or school",2005,"walking"
3252,1496.544,7,1430,1442,870,882,12,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
3252,1496.544,7,1500,1512,900,912,12,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
3264,781.7163,6,1000,1030,600,630,30,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
3279,495.8321,1,1055,1125,655,685,30,14,1,3,"other's home","home",2005,"walking"
3279,495.8321,1,1700,1730,1020,1050,30,14,3,1,"home","other's home",2005,"walking"
3289,1258.139,5,1205,1210,725,730,5,14,1,4,"Restaurant, bar or club","home",2005,"walking"
3289,1258.139,5,1340,1345,820,825,5,14,4,6,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
3289,1258.139,5,1400,1405,840,845,5,14,6,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
3289,1258.139,5,1435,1440,875,880,5,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3311,1240.062,6,1715,1720,1035,1040,5,14,1,5,"Place of worship","home",2005,"walking"
3311,1240.062,6,2015,2020,1215,1220,5,14,5,1,"home","Place of worship",2005,"walking"
3318,1631.859,2,1230,1300,750,780,30,14,1,1,"home","home",2005,"walking"
3318,1631.859,2,1500,1545,900,945,45,14,1,1,"home","home",2005,"walking"
3320,3015.844,2,1200,1203,720,723,3,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
3323,759.0204,1,1445,1455,885,895,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3325,1744.94,2,1400,1405,840,845,5,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
3325,1744.94,2,1605,1610,965,970,5,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3326,3747.165,6,855,900,535,540,5,14,1,8,"work or school","home",2005,"walking"
3326,3747.165,6,1500,1515,900,915,15,14,8,1,"home","work or school",2005,"walking"
3326,3747.165,6,1755,1815,1075,1095,20,14,1,3,"other's home","home",2005,"walking"
3326,3747.165,6,2100,2110,1260,1270,10,14,3,3,"other's home","other's home",2005,"walking"
3371,537.3346,2,2030,2035,1230,1235,5,14,9,1,"home","outdoors",2005,"walking"
3381,1153.209,6,1800,1801,1080,1081,1,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
3382,997.4735,1,755,845,475,525,50,14,1,2,"work or school","home",2005,"walking"
3382,997.4735,1,2030,2035,1230,1235,5,14,2,1,"home","work or school",2005,"walking"
3385,1330.789,6,900,915,540,555,15,14,1,1,"home","home",2005,"walking"
3385,1330.789,6,945,1000,585,600,15,14,1,1,"home","home",2005,"walking"
3385,1330.789,6,1100,1110,660,670,10,14,1,3,"other's home","home",2005,"walking"
3385,1330.789,6,1140,1150,700,710,10,14,3,1,"home","other's home",2005,"walking"
3385,1330.789,6,1630,1640,990,1000,10,14,1,2,"work or school","home",2005,"walking"
3385,1330.789,6,2100,2110,1260,1270,10,14,2,1,"home","work or school",2005,"walking"
3394,798.7851,7,2100,2105,1260,1265,5,14,9,1,"home","outdoors",2005,"walking"
3395,879.0099,2,1700,1705,1020,1025,5,14,3,8,"work or school","other's home",2005,"walking"
3395,879.0099,2,0,5,1440,1445,5,14,4,3,"other's home","Restaurant, bar or club",2005,"walking"
3398,1590.705,7,1915,1917,1155,1157,2,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
3398,1590.705,7,1925,1930,1165,1170,5,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3403,808.1221,6,2000,2010,1200,1210,10,14,2,1,"home","work or school",2005,"walking"
3403,808.1221,6,145,155,1545,1555,10,14,1,2,"work or school","home",2005,"walking"
3410,935.7057,4,1415,1500,855,900,45,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3410,935.7057,4,2205,2235,1325,1355,30,14,3,1,"home","other's home",2005,"walking"
3440,168.995,4,1400,1405,840,845,5,14,1,3,"other's home","home",2005,"walking"
3440,168.995,4,1530,1532,930,932,2,14,3,1,"home","other's home",2005,"walking"
3443,1715.399,7,1430,1445,870,885,15,14,1,5,"Place of worship","home",2005,"walking"
3445,690.899,2,735,755,455,475,20,14,1,2,"work or school","home",2005,"walking"
3445,690.899,2,1700,1715,1020,1035,15,14,2,7,"Grocery store, other stores or mall","work or school",2005,"walking"
3445,690.899,2,1815,1835,1095,1115,20,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3455,487.6734,6,745,820,465,500,35,14,1,2,"work or school","home",2005,"walking"
3455,487.6734,6,1245,1247,765,767,2,14,2,1,"home","work or school",2005,"walking"
3455,487.6734,6,1310,1312,790,792,2,14,1,2,"work or school","home",2005,"walking"
3455,487.6734,6,1500,1503,900,903,3,14,2,1,"home","work or school",2005,"walking"
3477,657.4874,4,1400,1407,840,847,7,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
3477,657.4874,4,1412,1419,852,859,7,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
3482,742.4814,5,1105,1135,665,695,30,14,1,3,"other's home","home",2005,"walking"
3482,742.4814,5,1205,1235,725,755,30,14,3,1,"home","other's home",2005,"walking"
3484,830.1401,6,635,655,395,415,20,14,1,9,"outdoors","home",2005,"walking"
3484,830.1401,6,1100,1120,660,680,20,14,9,1,"home","outdoors",2005,"walking"
3484,830.1401,6,1334,1354,814,834,20,14,1,9,"outdoors","home",2005,"walking"
3484,830.1401,6,1600,1620,960,980,20,14,9,1,"home","outdoors",2005,"walking"
3495,55.6051,7,1745,1746,1065,1066,1,14,1,3,"other's home","home",2005,"walking"
3495,55.6051,7,2100,2101,1260,1261,1,14,3,1,"home","other's home",2005,"walking"
3499,2022.758,2,900,930,540,570,30,14,1,3,"other's home","home",2005,"walking"
3499,2022.758,2,1100,1130,660,690,30,14,3,1,"home","other's home",2005,"walking"
3510,1936.107,6,755,800,475,480,5,14,1,2,"work or school","home",2005,"walking"
3510,1936.107,6,1500,1505,900,905,5,14,2,1,"home","work or school",2005,"walking"
3545,806.609,5,830,833,510,513,3,14,1,2,"work or school","home",2005,"walking"
3545,806.609,5,1200,1202,720,722,2,14,2,1,"home","work or school",2005,"walking"
3545,806.609,5,1302,1304,782,784,2,14,1,2,"work or school","home",2005,"walking"
3549,1590.928,2,1400,1404,840,844,4,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
3549,1590.928,2,1504,1508,904,908,4,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3550,215.0535,5,1315,1330,795,810,15,14,1,8,"work or school","home",2005,"walking"
3550,215.0535,5,1430,1445,870,885,15,14,8,1,"home","work or school",2005,"walking"
3550,215.0535,5,1545,1600,945,960,15,14,1,8,"work or school","home",2005,"walking"
3550,215.0535,5,2200,2215,1320,1335,15,14,8,1,"home","work or school",2005,"walking"
3551,1532.027,3,830,840,510,520,10,14,1,2,"work or school","home",2005,"walking"
3551,1532.027,3,1500,1510,900,910,10,14,2,9,"outdoors","work or school",2005,"walking"
3563,288.3816,3,2100,2103,1260,1263,3,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
3563,288.3816,3,2118,2121,1278,1281,3,14,7,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
3563,288.3816,3,2126,2129,1286,1289,3,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3576,2117.06,4,1520,1530,920,930,10,14,8,4,"Restaurant, bar or club","work or school",2005,"walking"
3594,114.6588,1,1130,1150,690,710,20,14,3,1,"home","other's home",2005,"walking"
3594,114.6588,1,1500,1510,900,910,10,14,1,3,"other's home","home",2005,"walking"
3594,114.6588,1,1800,1810,1080,1090,10,14,3,1,"home","other's home",2005,"walking"
3597,513.3064,1,1125,1130,685,690,5,14,5,4,"Restaurant, bar or club","Place of worship",2005,"walking"
3610,1185.422,4,1830,1835,1110,1115,5,14,1,9,"outdoors","home",2005,"walking"
3610,1185.422,4,1935,1940,1175,1180,5,14,9,1,"home","outdoors",2005,"walking"
3612,1412.936,3,755,758,475,478,3,14,1,2,"work or school","home",2005,"walking"
3612,1412.936,3,1200,1202,720,722,2,14,2,1,"home","work or school",2005,"walking"
3612,1412.936,3,1245,1248,765,768,3,14,1,2,"work or school","home",2005,"walking"
3612,1412.936,3,1700,1703,1020,1023,3,14,2,1,"home","work or school",2005,"walking"
3619,212.7911,3,655,700,415,420,5,14,1,2,"work or school","home",2005,"walking"
3619,212.7911,3,1630,1635,990,995,5,14,2,1,"home","work or school",2005,"walking"
3636,1887.993,7,1145,1155,705,715,10,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
3636,1887.993,7,1255,1310,775,790,15,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
3642,695.0139,7,130,140,1530,1540,10,14,4,3,"other's home","Restaurant, bar or club",2005,"walking"
3652,2067.127,6,500,510,300,310,10,14,1,2,"work or school","home",2005,"walking"
3652,2067.127,6,1600,1610,960,970,10,14,2,1,"home","work or school",2005,"walking"
3654,1081.56,7,1200,1205,720,725,5,14,4,4,"Restaurant, bar or club","Restaurant, bar or club",2005,"walking"
3656,111.0279,6,850,900,530,540,10,14,3,3,"other's home","other's home",2005,"walking"
3656,111.0279,6,1545,1550,945,950,5,14,3,1,"home","other's home",2005,"walking"
3672,1085.196,6,1215,1220,735,740,5,14,2,7,"Grocery store, other stores or mall","work or school",2005,"walking"
3672,1085.196,6,1250,1255,770,775,5,14,7,2,"work or school","Grocery store, other stores or mall",2005,"walking"
3672,1085.196,6,1630,1635,990,995,5,14,2,7,"Grocery store, other stores or mall","work or school",2005,"walking"
3672,1085.196,6,2300,2315,1380,1395,15,14,3,4,"Restaurant, bar or club","other's home",2005,"walking"
3672,1085.196,6,230,255,1590,1615,25,14,4,4,"Restaurant, bar or club","Restaurant, bar or club",2005,"walking"
3678,1001.976,5,1255,1325,775,805,30,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3696,530.6542,4,1530,1550,930,950,20,14,1,3,"other's home","home",2005,"walking"
3696,530.6542,4,2130,2150,1290,1310,20,14,3,1,"home","other's home",2005,"walking"
3704,777.3497,6,700,707,420,427,7,14,1,2,"work or school","home",2005,"walking"
3704,777.3497,6,830,835,510,515,5,14,2,1,"home","work or school",2005,"walking"
3704,777.3497,6,1435,1442,875,882,7,14,1,2,"work or school","home",2005,"walking"
3704,777.3497,6,1600,1607,960,967,7,14,2,6,"Grocery store, other stores or mall","work or school",2005,"walking"
3704,777.3497,6,1627,1629,987,989,2,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
3715,344.2219,4,1030,1031,630,631,1,14,4,7,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
3717,306.8927,5,1645,1705,1005,1025,20,14,1,2,"work or school","home",2005,"walking"
3718,2955.141,3,900,930,540,570,30,14,1,5,"Place of worship","home",2005,"walking"
3718,2955.141,3,1200,1230,720,750,30,14,5,1,"home","Place of worship",2005,"walking"
3719,2348.764,5,745,800,465,480,15,14,1,2,"work or school","home",2005,"walking"
3719,2348.764,5,1330,1345,810,825,15,14,2,1,"home","work or school",2005,"walking"
3719,2348.764,5,1515,1530,915,930,15,14,1,2,"work or school","home",2005,"walking"
3719,2348.764,5,1745,1800,1065,1080,15,14,2,1,"home","work or school",2005,"walking"
3719,2348.764,5,1920,1930,1160,1170,10,14,1,3,"other's home","home",2005,"walking"
3725,242.4348,1,1330,1338,810,818,8,14,1,3,"other's home","home",2005,"walking"
3727,378.0012,1,1630,1632,990,992,2,14,1,3,"other's home","home",2005,"walking"
3727,378.0012,1,1702,1704,1022,1024,2,14,3,1,"home","other's home",2005,"walking"
3728,505.8622,4,1520,1600,920,960,40,14,8,1,"home","work or school",2005,"walking"
3734,768.1198,5,1205,1215,725,735,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
3777,341.2192,1,1838,1840,1118,1120,2,14,3,1,"home","other's home",2005,"walking"
3794,566.1463,4,915,930,555,570,15,14,1,2,"work or school","home",2005,"walking"
3797,299.5166,3,2300,2304,1380,1384,4,14,2,1,"home","work or school",2005,"walking"
3808,1027.418,2,900,920,540,560,20,14,1,2,"work or school","home",2005,"walking"
3808,1027.418,2,1800,1820,1080,1100,20,14,2,3,"other's home","work or school",2005,"walking"
3808,1027.418,2,1930,1945,1170,1185,15,14,3,1,"home","other's home",2005,"walking"
3826,382.9251,5,1830,1831,1110,1111,1,14,1,3,"other's home","home",2005,"walking"
3826,382.9251,5,1900,1910,1140,1150,10,14,3,3,"other's home","other's home",2005,"walking"
3828,1732.732,2,1345,1400,825,840,15,14,1,1,"home","home",2005,"walking"
3828,1732.732,2,1500,1515,900,915,15,14,1,1,"home","home",2005,"walking"
3835,494.3612,1,1030,1045,630,645,15,14,1,5,"Place of worship","home",2005,"walking"
3835,494.3612,1,1200,1215,720,735,15,14,5,1,"home","Place of worship",2005,"walking"
3836,1376.671,4,800,815,480,495,15,14,1,2,"work or school","home",2005,"walking"
3836,1376.671,4,1200,1230,720,750,30,14,2,1,"home","work or school",2005,"walking"
3837,2389.553,1,1508,1528,908,928,20,14,9,1,"home","outdoors",2005,"walking"
3845,955.6375,7,1630,1635,990,995,5,14,1,3,"other's home","home",2005,"walking"
3845,955.6375,7,1705,1710,1025,1030,5,14,3,1,"home","other's home",2005,"walking"
